Book-Author,count
Aisha Ford,1
Aislinn Hunter,2
Ajay Sahgal,1
Ajay Singh,1
Ajit Mookerjee,1
Akasha Moon,1
Akasha Richmond,1
Akbar Behkalam,1
Akbar S. Ahmed,1
Ake Edwardson,11
Akemi Kikumura-Yano,1
Akhil Reed Amar,1
Akhil Sharma,1
Aki Katsu,2
Aki Shimizu,1
Akiba Rubinstein,1
Akif Pirincci,12
Akif PirinÃ?Â§ci,1
Akif PirinÃ§ci,1
Akihiko Yonekawa,1
Akiko Busch,1
Akimi Yoshida,3
Akimine Kamijyo,1
Akimitsu Takagi,3
Akio Morita,2
Akira Kurosawa,1
Akira Toriyama,9
Akira Yoshimura,2
Akiva Goldsman,1
Akiyuki Nosaka,1
Akosua Busia,2
Aksel Sandemose,1
Al &amp; Joanna Lacy,1
"Al &amp; Stone, John Palmquist",1
Al Allen,1
Al Barkow,1
Al Berto,2
Al Biondi,1
Al Blanchard,1
Al Bohl,1
Al Bowers,1
Al Brooks,1
Al Capp,1
Al Carrell,1
Al Carusone,1
Al Chung-Liang Huang,1
Al Clayton,1
Al Cobb,1
Al Cody,2
Al Dempsey,4
Al Dempster,1
Al Diorio,1
Al Ells,1
Al Franken,16
Al G. Manning,1
Al Gini,1
Al Goldstein,1
Al Gore,3
Al Hoff,1
Al Horton,1
Al Hurwitz,1
Al Jaffee,2
Al Janssen,2
Al Kaltman,2
Al Kelley,1
Al Kelly,2
Al Kohn,1
Al Lacy,20
Al Lavalley,1
Al Martinez,1
Al Menconi,1
Al Miller,1
Al Miner,1
Al Morgan,1
Al Norman,1
Al Perkins,3
Al Pittman,1
Al Powell,1
Al Purdy,1
Al Richmond,2
Al Ries,9
Al Roker,2
Al Santoli,6
Al Sarrantino,1
Al Sarrantonio,12
Al Sharpton,1
Al Sicherman,1
Al Siebert,1
Al Silverman,3
Al Stevens,3
Al Williams,1
Al Young,2
Al Zuckerman,1
Al-Anon Family Group Head Inc,4
Al-Jabarth,1
Al. Fischer,1
Aladar von Wesendonk,1
Alafair Burke,3
Alai,4
Alain,1
Alain Bergala,1
Alain Boublil,1
Alain Cahen,1
Alain Corbin,1
Alain Couret,1
Alain Danielou,3
Alain De Botton,7
Alain DeBotton,3
Alain Destexhe,1
Alain Dister,1
Alain Duchesne,1
Alain Finkielkraut,3
Alain Gayot,1
Alain Genestar,1
Alain Gerber,1
Alain Horvilleur,1
Alain Layrac,1
Alain Le Saux,1
Alain Littaye,1
Alain Madelin,1
Alain Nadaud,1
Alain Pozzuoli,1
Alain Robbe-Gillet,1
Alain Robbe-Grillet,5
Alain Silver,3
Alain Stella,1
Alain Surget,1
Alain Vircondelet,1
Alain de Botton,7
"Alain, Robbe-Grillet",1
Alain-Fournier,3
Alain-Rene Lesage,1
Alaina Hawthorne,1
Alaina Starr,1
Alaine Hood,1
Alakananda Devi,1
Alan  Axelrod,1
Alan  Dershowitz,1
Alan  Garner,1
Alan  Perlis,1
Alan  Simon,1
Alan  Southerton,1
Alan  Weiss,1
Alan Ahlstrand,3
Alan Aldrich,1
Alan Aldridge,5
Alan Alexander Milne,13
Alan Alexrod,1
Alan Arkin,2
Alan Arnold,1
Alan Attwood,1
Alan Austin,1
Alan Axelrod,10
Alan Ayckbourn,2
Alan B. Akers,2
Alan B. Bernstein,1
Alan B. Hollingsworth,1
Alan B. Morris,2
Alan B. Oppenheimer,1
Alan B. Pierce,1
Alan B. Siegel,1
Alan Baker,2
Alan Ball,3
Alan Bartholomew,2
Alan Behr,1
Alan Bell,1
Alan Benjamin,11
Alan Bennett,12
Alan Berlow,1
Alan Berman,1
Alan Bessette,1
Alan Betrock,1
Alan Blackwood,1
Alan Booth,1
Alan Brennert,6
Alan Brien,1
Alan Brinkley,4
Alan Brown,2
Alan Bullock,3
Alan Burns,1
Alan Burt Akers,9
Alan Butler,1
Alan C Jenkins,1
Alan C. Purves,1
Alan Cackett,1
Alan Caillou,1
Alan Cairns,1
Alan Cantwell,1
Alan Casty,1
Alan Chalmers,2
Alan Charles Kors,1
Alan Chedzoy,1
Alan Cheuse,4
Alan Clark,3
Alan Clayson,3
Alan Clements,2
Alan Cohen,7
Alan Cole,1
Alan Colmes,1
Alan Cook,2
Alan Cooper,1
Alan Coren,7
Alan Cullimore,1
Alan Cumming,2
Alan Cumyn,2
Alan D Foster,1
Alan D. Baddeley,1
Alan D. Gear,1
Alan D. Wright,1
"Alan D., Ph.D. Wolfelt",2
Alan David Justice,1
Alan Davidson,1
Alan Davis,1
Alan Deacon,1
Alan Dean Foster,128
Alan Dershowitz,3
Alan Dickson,1
Alan Doelp,1
Alan Doig,1
Alan Dubois,1
Alan Duff,3
Alan Dugan,2
Alan Duncan Ross,1
Alan Dundes,4
Alan Dunn,2
Alan Durant,2
Alan Durband,2
Alan Durning,1
Alan Dyer,1
Alan E. Nelson,1
Alan E. Nourse,2
"Alan E., Md. Nourse",1
Alan Ebert,3
Alan Edward Nourse,1
Alan Ehrenhalt,1
Alan Emmet,1
Alan Epstein,4
Alan Erwin,1
Alan Evans,1
Alan F Segal,1
Alan F. Guttmacher,1
Alan F. Troop,2
Alan F. Turner,1
Alan Fenton,1
Alan Fields,2
Alan Finger,1
Alan Fisher,2
Alan Flusser,1
Alan Forrest,1
Alan Foster,2
Alan Francis,1
Alan Frank,1
Alan Frank Guttmacher,1
Alan Fredman,2
Alan Furst,6
Alan G Barbour,1
Alan G. Robinson,1
Alan Gardiner,2
Alan Garner,18
Alan Gelb,3
Alan Gibbons,8
Alan Gibson,1
Alan Glynn,1
Alan Gold,2
Alan Goldman,1
Alan Goldstein,1
Alan Goodman,2
Alan Gordon,5
Alan Gornick,1
Alan Gould,2
Alan Graham,3
Alan Grant,6
Alan Griffiths,1
Alan Gurney,1
Alan Gussow,1
Alan Guttmacher,1
Alan H. Cohen,1
Alan H. Pressman,1
Alan Hayes,1
Alan Helms,1
Alan Hirsch M.D.,1
Alan Hobson,3
Alan Holden,1
Alan Hollinghurst,5
Alan Hooker,2
Alan Hruska,1
Alan Hunt,1
Alan Hunter,4
Alan Hustak,2
Alan Isaacs,1
Alan Isler,8
Alan J Leavitt,1
Alan J. Shalleck,1
Alan Jacobson,4
Alan James,2
Alan James Fox,1
Alan Jay Lerner,2
Alan John Percivale Taylor,1
Alan John Villiers,1
Alan John Watt,1
Alan Jolis,1
Alan Judd,3
Alan K. Russell,1
Alan K. Scholes,1
Alan Katz,1
Alan Kaufman,3
Alan Kearney,1
Alan Kendall,1
Alan Kilpatrick,2
Alan Korwin,3
Alan L Eliason,1
Alan L.  Rubin,1
Alan L. Ellis,1
Alan L. Keyes,1
Alan L. McGinnis,1
Alan L. Rubin,1
Alan Lakein,3
Alan Landsburg,3
Alan Lavine,1
Alan Le May,3
Alan LeMond,1
Alan Lee,1
Alan Lelchuk,1
Alan Lemay,1
Alan Lew,1
Alan Licht,1
Alan Lightman,17
Alan Lomax,1
Alan Loy McGinnis,3
Alan Lysaght,1
Alan M Kantrow,1
Alan M. Beck,1
Alan M. Dershowitz,12
Alan M. Rapoport,1
Alan M. Stibbs,1
Alan MacDonald,1
Alan Mackay,1
Alan Maitland,1
Alan Marks,2
Alan Marshall,1
Alan Martin,1
Alan McGinnis,1
Alan McHughen,1
Alan McLean,1
Alan Mitchell,5
Alan Moore,22
Alan Moorehead,7
Alan Mortlock,1
Alan Moys,1
Alan Murphy,2
Alan Musgrave,1
Alan N. Clifford,1
Alan N. Kay,1
Alan Nayes,2
Alan Neibauer,1
Alan Nourse,1
Alan Okamoto,1
Alan Ormsby,1
Alan P. Brauer,3
Alan P. Lightman,2
Alan P.F. Sell,1
Alan Paige Lightman,1
Alan Parker,2
Alan Parry,5
Alan Paton,15
Alan Pauls,1
Alan Pell Crawford,1
Alan Powers,2
Alan Prendergast,2
Alan Pressman,1
Alan Prior,1
Alan R.  Andreasen,1
Alan R. Beals,1
Alan R. Erwin,1
Alan R. Fine,1
Alan R. Grant,1
Alan R. Greene,1
Alan R. Neibauer,2
Alan R. Simon,2
Alan R. Velie,1
Alan R. White,1
Alan R. Wilson,1
Alan Rabinowitz,1
Alan Rapoport,1
Alan Raven,1
Alan Rayburn,2
Alan Reid Gartenhaus,1
Alan Rich,3
Alan Richards,1
Alan Richardson,1
Alan Ridenour,1
Alan Riding,2
Alan Ritchie,1
Alan Robbins,1
Alan Robertson Gemmell,1
Alan Robson,1
Alan Rodgers,4
Alan Ross,4
Alan Rusbridger,1
Alan Russel,1
Alan Russell,9
Alan Ryan,8
Alan S. Blinder,2
Alan S. Davis,1
Alan S. Kesselheim,2
Alan Saperstein,4
Alan Savage,6
Alan Scholefield,2
Alan Schom,1
Alan Schreck,1
Alan Schroeder,2
Alan Schwartz,1
Alan Seale,2
Alan Sears,1
Alan Shapiro,1
Alan Shepard,2
Alan Sheridan,1
Alan Sherman,1
Alan Shipnuck,1
Alan Shrader,1
Alan Shucard,1
Alan Sillitoe,10
Alan Silverstein,3
Alan Simpson,6
Alan Sinfield,1
Alan Siporin,1
Alan Snow,3
Alan Sokal,1
Alan Spence,2
Alan Spooner,2
Alan Swann,1
Alan T. Graham,1
Alan T. Nolan,1
Alan Taylor,4
Alan Ternes,1
Alan Thein Durning,2
Alan Tillier,3
Alan Titchmarsh,10
Alan Toogood,2
Alan Trachtenberg,2
Alan Truscott,1
Alan Trustman,2
Alan V. Hewat,1
Alan Vanneman,2
Alan Von Altendorf,1
Alan W. Bock,1
Alan W. Jones,1
Alan W. Shorter,1
Alan W. Watts,3
Alan Wakeman,1
Alan Walker,2
Alan Wall,3
Alan Warner,5
Alan Watt,1
Alan Watts,13
Alan Weisman,2
Alan Weiss,1
Alan White,1
Alan Williams,1
Alan Williamson,1
Alan Wilson Watts,4
Alan Wold,1
Alan Wolfe,2
Alan Wolfelt,1
Alan Wood,1
Alan Woodley,1
Alan Woolley,1
Alan Wurtzel,1
Alan Young,1
Alan Zweibel,1
Alan-Dean Foster,1
Alan. Scholefield,1
Alana Clayton,7
Alana Pascal,1
Alana White,1
Alana Wilcox,1
Alane Faye,1
Alane Ferguson,6
Alane Mark,1
Alanna Jones,2
Alanna Knight,1
Alanna Morland,1
Alanna Nash,5
Alanna Webb,1
Alasdair Clayre,1
Alasdair Duncan,1
Alasdair Gray,11
Alasdair MacIntyre,1
Alaska Geographic Editors,1
Alaska Magazine,1
Alaska Northwest Books,1
Alastair Beaton,1
Alastair Brotchie,1
Alastair Bruce,1
Alastair Burnet,2
Alastair Duncan,1
Alastair Fowler,1
Alastair Little,2
Alastair MacGregor,1
Alastair MacNeill,7
Alastair Reid,1
Alastair Reynolds,12
Alastair Rylatt,1
Alastair Sawday,1
Alastair Smith,3
Alayne Main,1
Alba Branca,1
Alban Butler,1
Albert,1
Albert  Camus,1
Albert  Padwa,1
Albert A. Bell Jr.,1
Albert A. Vicere,1
"Albert A., Jr. Bell",1
Albert Allis Hopkins,1
Albert B. Facey,1
Albert Balows,1
Albert Bichler,1
Albert C Dawson,1
Albert C. Baugh,1
Albert C. Vinci,1
Albert Camus,51
Albert Cliffe,1
Albert Cohen,11
Albert Cornelis Baantjer,7
Albert Cossery,2
Albert Croll Baugh,1
Albert David Mackie,1
Albert DeMeo,1
Albert Dibartolomeo,1
Albert Drake,1
Albert E Bartz,1
Albert Edmund Waugh,1
Albert Einstein,16
Albert Ellis,13
Albert F.  and David Hill,1
"Albert Franklin, Sisson",1
Albert French,3
Albert Furtwangler,2
Albert G. Miller,2
"Albert G., Miller",1
Albert Goldbarth,1
Albert Goldman,3
Albert Gore,2
Albert H. C. Carr,1
Albert H. Moorehead,1
Albert H. Morehead,7
Albert Haas,1
Albert Habib Hourani,1
Albert Harry Goldman,2
Albert Hofmann,1
Albert Hofstadter,1
Albert Hourani,4
"Albert Howard, III Carter",1
Albert J.  Bernstein,1
Albert J. Bernstein,4
Albert J. Dunlap,1
Albert J. Lowry,1
Albert J. Mazurkiewicz,1
Albert J. Solnit,1
Albert J. Viscio,1
Albert Jackson,2
Albert Jacquard,4
"Albert Jules, McClane",1
Albert K. Small,1
Albert L. Rabenstein,1
Albert Lafarge,1
Albert Lamorisse,2
Albert Londres,2
Albert Lorenz,1
Albert Low,2
Albert Lowry,1
Albert Marrin,1
Albert Mehrabian,3
Albert Meltzer,1
Albert Memmi,1
Albert Menendez,1
Albert Montesi,1
Albert Morehead,1
Albert Murfy,1
Albert Murray,4
Albert N. Greco,1
Albert Nevins,1
Albert Nolan,1
Albert Noyer,1
Albert O. Hirschman,1
Albert Om,2
Albert Payson Terhune,2
Albert Pecker,1
Albert Pike,2
Albert R. Milan,1
Albert Schwarzenbach,1
Albert Schweitzer,3
Albert Sewell,2
Albert Shapero,1
Albert Sidney Fleischman,2
Albert Sidney. Fleischman,1
Albert Speer,4
Albert Taylor,1
Albert Torres i Graell,1
Albert Uderzo,11
Albert Warren Tillinghast,1
Albert Wendt,4
Albert Wunsch,1
Albert Zuckerman,1
"Albert, Schweitzer",1
Albert-Laszlo Barabasi,1
Albert-LÃ¡szlÃ³ BarabÃ¡si,1
Alberta Hawse,1
Alberta Montana,1
Alberta Sinclair,1
Alberta Turner,3
Alberta W. Constant,1
Albertine Sarrazin,1
Alberto Angela,1
Alberto Bevilacqua,6
Alberto Blecua,1
Alberto Blest Gana,1
Alberto Cerdan,1
Alberto CorazÃ³n,1
Alberto Couste,1
Alberto Fanfani,1
Alberto Farina,1
Alberto Fuguet,2
Alberto Gozzi,1
Alberto Granado,1
Alberto Manguel,18
Alberto Moravia,13
Alberto Nessi,1
Alberto Nirenstajn,1
Alberto Oliveira Pinto,1
Alberto Rios,1
Alberto Ruy Sanchez,2
Alberto Siliotti,1
Alberto Vazquez Figueroa,2
Alberto Vazquez-Figueroa,17
Alberto Villoldo,3
Alberto VÃ¡zquez-Figueroa,12
Alberto YÃ¡Ã±ez,1
"Alberto, Phd Villoldo",1
Albin Chaplin,1
Albin Zak III,1
Albrecht BrÃ?Â¼hl,1
Albrecht BrÃ¼hl,1
Albrecht Durer,1
Albrecht Folsing,1
Albrecht Gralle,1
Albridge,1
Alcoholics Anonymous,3
Alcoholics Anonymous World Service,3
Alcott,1
Alda Ellis,1
Alda Jangl,1
Alda Merini,1
Alden D Miller,1
Alden Dion,1
Alden R. Carter,5
Alden Whitman,1
Aldiss,1
Aldo Busi,4
Aldo Buzzi,1
Aldo Carotenuto,1
Aldo Gabrielli,1
Aldo Leopold,5
Aldon Lynn Nielsen,1
Aldona Jonaitis,1
Aldous Huxley,48
Aldous L. Huxley,2
Aldous Leonard Huxley,1
Aldous et al Huxley,1
Aldren Watson,1
Alec  Fisher,1
Alec A Purves,1
Alec Bristow,1
Alec Bromcie,3
Alec Donzi,1
Alec Finlay,2
Alec Foege,1
Alec Guinness,8
Alec Le Sueur,1
Alec Lobrano,1
Alec MacKenzie,2
Alec MacLellan,1
Alec Mackenzie,1
Alec Nove,1
Alec Ross,1
Alec Russell,1
Alec Solomita,1
Alec Steiner,1
Alec Waugh,2
Alec Wilkinson,2
"Alec, Waugh",1
Alecia McKenzie,1
Alecia Swasy,3
Aleda Renken,2
Aleen Malcolm,4
Aleesha  Carter,1
Aleister Crowley,23
Alejandra Vallejo-Nagera,1
Alejandro Aura,1
Alejandro Casona,6
Alejandro Cuevas,2
Alejandro Dumas,8
Alejandro Gandara,1
Alejandro Jodorowsky,2
Alejandro Pradera,1
Alejandro Vignati,1
Alejo Carpentier,19
Aleksa Solzhenitsyn,1
Aleksandar Hemon,2
Aleksandar Tisma,1
Aleksander Kostyev,1
Aleksander Lwow,1
Aleksander Pushkin,1
Aleksandr I. Solzhenitsyn,6
Aleksandr Isaevich Solzhenitsyn,4
Aleksandr Mikhailovich Kondratov,1
Aleksandr Nikolaevicher Afanasyev,1
Aleksandr Sergeevich Pushkin,10
Aleksandr Solzhenitsyn,7
Aleksandr Zinoviev,1
Aleramo,1
Aleshia Brevard,1
Alesia Holliday,2
Alessandra Boccato,1
Alessandra MacInghi Strozzi,1
Alessandra Redies,1
Alessandro Barbero,1
Alessandro Baricco,36
Alessandro Barrico,1
Alessandro Bergonzoni,3
Alessandro Boffa,3
Alessandro Gomarasca,1
Alessandro Manzoni,1
Aleta Custer,1
Aleta Karstad,2
Aletha Hinthorn,1
"Aletha Jauch, Solter",1
Alev Lytle Croutier,5
Alex  Golson,1
Alex  Neill,1
Alex Abella,3
Alex Adams,1
Alex Anderson,1
Alex Arthur,1
Alex Ashe,1
Alex Ayliffe,1
Alex Ayres,1
Alex B. Allen,1
Alex B. Marshall,1
Alex Baldwin,2
Alex Barker,1
Alex Beam,3
Alex Berson,2
Alex Boese,2
Alex Bourke,1
Alex Brett,1
Alex Brychta,1
Alex Callinicos,1
Alex Capus,3
Alex Carroll,1
Alex Chadwick,1
Alex Colville,1
Alex Comfort,8
Alex Constantine,1
Alex De Jonge,1
Alex Dingwall-Main,2
Alex Doulis,1
Alex Ferguson,2
Alex Flinn,5
Alex Frankel,1
Alex G. Malloy,1
Alex Garland,19
Alex George,1
Alex Gotfryd,1
Alex Gray,1
Alex Gross,1
Alex Haley,14
Alex Heard,1
Alex Homer,1
Alex Idavoy,1
Alex J. Packer Ph.D.,1
"Alex J., Ph.D. Packer",1
Alex Juniper,1
Alex Kadis,1
Alex Karmel,1
Alex Karras,1
Alex Kava,11
Alex Kedzierski,1
Alex Keegan,3
Alex Kennedy,1
Alex Kerr,2
Alex Kershaw,2
Alex Kotlowitz,4
Alex LA Guma,1
Alex La Guma,1
Alex Lawrence,1
Alex Lluch,1
Alex Lukeman,1
Alex MacCormick,1
Alex Marciniszyn,1
Alex Martin,1
Alex Matthews,6
Alex May,1
Alex McNeil,1
Alex Miller,1
Alex Minter,2
Alex Moran,1
Alex N. Dragnich,1
Alex Nebrensky,1
Alex Neill,1
Alex Newton,2
Alex Patterson,1
Alex Raymond,1
Alex Robinson,1
Alex Rose,1
Alex Ross,29
Alex Rovira Celma,1
Alex S. Jones,1
Alex Sanchez,2
Alex Shakar,2
Alex Shearer,5
Alex Shoumatoff,8
Alex Simmons,4
Alex Stewart,2
Alex Stuart,1
Alex Susanna,1
Alex T. Quenk,1
Alex Tanous,1
Alex Trebek,2
Alex Vining,1
Alex Walsh,1
Alex Went,1
Alex Witchel,3
Alex Zakaras,1
Alex Zanotelli,1
Alexa Albert,2
Alexa Brix,1
Alexa Capra,1
Alexa Hennig von Lange,3
Alexa Smart,4
Alexan Soljenitsyne,1
Alexande McCall,1
Alexander,1
Alexander  Garvin,1
Alexander  Hiam,1
Alexander Abingdon,1
Alexander Alekhine,1
Alexander Allison,1
Alexander B Callow,1
Alexander B. Adams,1
Alexander B. Bruce,1
Alexander B. Klots,1
Alexander B. Morrison,1
Alexander B. Struminger,1
Alexander Baron,1
Alexander Berkman,1
Alexander Besher,3
Alexander Bevin,1
Alexander Blakely,1
Alexander Bogdanov,1
Alexander Brinton,1
Alexander C. Irvine,2
Alexander C. Martin,2
Alexander C. Rae,2
Alexander Calder,1
Alexander Cameron,1
Alexander Carmichael,2
Alexander Chancellor,1
Alexander Chee,1
Alexander Cole,1
Alexander Coleman,1
Alexander Comfort,1
Alexander Conradt,2
Alexander Cordell,1
Alexander Court,1
Alexander Creed,1
Alexander Cruden,2
Alexander Dolgun,2
Alexander Eliot,2
Alexander F. Mindlin,1
Alexander Fennell,1
Alexander Frank Skutch,2
Alexander Frater,1
Alexander Fullerton,2
Alexander Gardner,1
Alexander George,1
Alexander Hamilton,6
Alexander Harkavy,1
Alexander Heidel,2
Alexander Hellemans,1
Alexander Hiam,1
Alexander Humez,4
Alexander Ikonnikow,1
Alexander Isayevich Solzhenitsyn,1
Alexander Jablokov,9
Alexander Jones,1
Alexander K. Dewdney,1
Alexander Kask,2
Alexander Kent,22
Alexander Key,5
Alexander King,1
Alexander Kinglake,1
Alexander Kinloch Forbes,1
Alexander Kopelman,1
Alexander L. Ringer,1
Alexander Lawson,1
Alexander Leggatt,1
Alexander Liberman,1
Alexander Lockhart,2
Alexander Lowen,3
Alexander M Schenker,1
Alexander M. Grace,2
Alexander M. Greeley,1
Alexander M. Haig,1
Alexander M. Witherspoon,1
"Alexander M., Jr. Haig",1
Alexander MacBain,1
Alexander Mackenzie,1
Alexander McCall Smith,11
Alexander McCall-Smith,3
Alexander McKee,2
Alexander Mckee,1
Alexander Moszkowski,1
Alexander Neubauer,1
Alexander Nicolson,1
Alexander O. Exquemelin,1
Alexander Osang,2
Alexander P. De Lucena,1
Alexander Paul,1
Alexander Pope,8
Alexander Pushkin,2
Alexander Roesler,1
Alexander Ross,1
Alexander S. Murray,1
Alexander S. Neill,2
Alexander Sellers,1
Alexander Solschenizyn,4
Alexander Solzhenitsyn,15
Alexander Stalmatski,1
Alexander Star,1
Alexander Steele,9
Alexander Stille,1
Alexander Stilwell,1
Alexander Stuart,3
Alexander Sutherland Neill,3
Alexander Suzanne,1
Alexander Theroux,6
Alexander Thorne,1
Alexander Trocchi,4
Alexander Tsiaras,1
Alexander Von Solodkoff,1
Alexander W Allison,1
Alexander W. Allison,1
Alexander Walker,4
Alexander Waugh,3
Alexander Whyte,1
Alexander William Kinglake,2
Alexander Wolff,3
Alexander Woolcott,1
Alexandra Berger,1
Alexandra Blackstone,1
Alexandra Bonfante-Warren,1
Alexandra Brouwer,1
Alexandra Carew,1
Alexandra Connor,2
Alexandra Costa,1
Alexandra Danilova,2
Alexandra David-Neel,4
Alexandra David-NÃ?Â©el,1
Alexandra Day,12
Alexandra Dirk,1
Alexandra E. Fischer,1
Alexandra E. Sheedy,1
Alexandra Frye,2
Alexandra Fuller,2
Alexandra Heilbron,1
Alexandra Johnson,2
Alexandra Jones,4
Alexandra Kennedy,1
Alexandra Kollontai,2
Alexandra Lang-Carlin,1
Alexandra Lapierre,2
Alexandra Lavizzari-Raeuber,1
Alexandra Leggat,1
Alexandra Long,1
Alexandra M. Terzian,1
Alexandra Marinina,5
Alexandra Marshall,1
Alexandra Mayes Birnbaum,3
Alexandra Parsons,7
Alexandra Penney,1
Alexandra Potter,2
Alexandra Raife,5
Alexandra Ripley,22
Alexandra Robbins,3
Alexandra Scott,5
Alexandra Seller,1
Alexandra Sellers,17
Alexandra Stoddard,19
Alexandra Styron,2
Alexandra Thorne,1
Alexandra Towle,1
Alexandra Villard De Borchgrave,1
Alexandra Wallner,3
Alexandra Whitaker,1
Alexandra Wright,1
Alexandre Cirici,1
Alexandre Dumas,69
Alexandre Farnoux,1
Alexandre Jardin,15
Alexandre Jollien,1
Alexandre Pouchkine,2
Alexandrer B. Klots,1
Alexandro Jodorowsky,5
Alexandros Papadiamantis,1
Alexei Kondratiev,2
Alexei Korotyukov,1
Alexei Panshin,2
Alexei Sayle,4
Alexej Slapovsky,1
Alexi Kondratiev,1
Alexia Brue,1
Alexis  Tocqueville,1
Alexis A. Gilliland,2
Alexis D. Gutzman,1
Alexis De Tocquevil,1
Alexis De Tocqueville,4
Alexis Harrington,9
Alexis Hart,1
Alexis Hill,1
Alexis Lichine,4
Alexis Lipsitz,1
Alexis Magner Miller,2
Alexis Masters,1
Alexis O'Neill,1
Alexis Page,1
Alexis S Troubetzkoy,1
Alexis Wright,1
Alexis de Tocqueville,4
"Alexis, Prince Obolensky",1
Alexs D. Pate,5
Alexs Pate,1
Alf Evers,2
Alf J. Mapp,1
Alf Proysen,3
Alf-Sibrand RÃ?Â¼hle,1
Alfers,1
Alfie Kohn,6
Alfio Caruso,1
Alfons Samper,1
Alfonse D'Amato,1
Alfonsina Storni,1
Alfonso Grosso,1
Alfonso Lara Castilla,1
Alfonso Milagro,1
Alfonso Ortiz,1
Alfonso Rojo,2
Alfonso Sastre,2
Alfonso Ussa,1
Alfonso Ussia,1
Alfonso del Val,1
Alford,1
Alfred  Glossbrenner,1
Alfred  Lubrano,1
Alfred A Blaker,2
Alfred Adler,1
Alfred Alcorn,2
Alfred Allan Lewis,1
Alfred Alvarez,1
Alfred Andersch,3
Alfred Avila,1
Alfred Bertram Jr. Guthrie,2
"Alfred Bertram, Jr. Guthrie",2
Alfred Bestall,1
Alfred Bester,13
Alfred Birnbaum,5
Alfred Bloom,1
Alfred Bosch,2
Alfred Brendel,2
Alfred Brockman,1
Alfred Byrd Graf,1
Alfred C Krass,1
Alfred C. Mierzejewski,1
Alfred Coppel,9
Alfred Copper,1
Alfred D. Benjamin,1
Alfred David,1
Alfred De Marigny,1
Alfred De Musset,2
Alfred Doblin,2
Alfred Douglas,1
Alfred DÃ?Â¶blin,2
Alfred Edersheim,2
Alfred Ells,1
Alfred F. Rosa,1
Alfred Fabian Young,1
Alfred G. Martin,1
"Alfred G., Jr. Dunston",1
Alfred Gingold,5
Alfred Glossbrenner,3
Alfred Goldberg,1
Alfred Grace,1
Alfred Grosser,2
Alfred H. Kelly,2
Alfred H. Saulniers,1
Alfred Hitchcock,49
Alfred Hitchock,1
Alfred Hrdlicka,1
Alfred Huang,2
Alfred J. Andrea,3
Alfred J. Garrotto,2
Alfred J. Kolatch,2
Alfred J. Kremer,2
Alfred J. Menezes,1
"Alfred J., Kahn",1
Alfred Jarry,2
Alfred John Andrea,1
Alfred Joseph Hitchcock,1
Alfred Kadushin,2
Alfred Kazin,2
Alfred Kerr,3
Alfred Kolleritsch,1
Alfred Komarek,4
Alfred Kossmann,1
Alfred Kubin,2
Alfred Lansing,5
Alfred Leslie Rowse,2
Alfred Lewis,1
Alfred Lord Tennyson,2
Alfred Marks,1
Alfred McBride,5
Alfred Mohler,1
Alfred MÃ©traux,1
Alfred North Whitehead,2
Alfred Noyes,2
Alfred Ollivant,1
Alfred Otto Schwede,1
Alfred P. Zeller,1
Alfred Perceval Graves,1
Alfred Price,2
Alfred Russel Wallace,1
Alfred S. Myers,1
Alfred Schmeller,1
Alfred Sheinwold,1
Alfred Silver,6
Alfred Slote,11
Alfred Stern,1
Alfred Stieglitz,1
Alfred Tarski,1
"Alfred Tennyson, Baron Tennyson",6
Alfred Tetzlaff,1
Alfred Tomatis,1
Alfred Treen,1
Alfred Uhry,1
Alfred V. Aho,1
Alfred W. Crosby,1
Alfred W. Munzert,2
Alfred Werner,2
Alfred Znamierowski,1
Alfred de Musset,2
"Alfred, Lord Tennyson",1
Alfred. Alvarez,1
Alfredo Amestoy,1
Alfredo Bosi,1
Alfredo Bryce Echenique,12
Alfredo Di darco,1
Alfredo Echenique Bryce,1
Alfredo Gomez Cerda,2
Alfredo GÃ³mez CerdÃ¡,1
Alfredo Roces,2
Alfredo Vea,4
Alfs T. Berztiss,1
Algernon B. Mitford,1
Algernon Blackwood,7
Algernon Charles Swinburne,1
Algirdas Sabaliauskas,1
Algis Budrys,7
Algis J. Budrys,3
Ali Bey,1
Ali Brownlie,1
Ali Hokin,1
Ali MacGraw,1
Ali Mitgutsch,2
Ali Reich,2
Ali Smith,2
Alianor True,1
Alias Johnny Stiletto,1
Alice  Bredin,1
Alice A. Bailey,1
Alice Adams,27
Alice Alfonsi,9
Alice Alison Lide,1
Alice Anne Parker,2
Alice B. Kehoe,1
Alice Bach,3
Alice Bailey,1
Alice Bass,1
Alice Beatty,1
Alice Berg,1
Alice Bergey,1
Alice Blanchard,6
Alice Bloch,1
Alice Borchardt,13
Alice Brown,1
Alice Bryant,1
Alice C. Harris,1
Alice C. Ley,2
Alice Calaprice,1
Alice Carr,1
Alice Cary,2
Alice Ceresa,1
Alice Chambers,2
Alice Chapin,1
Alice Chetwynd Ley,2
Alice Childress,1
Alice Christensen,1
Alice D. Domar,4
Alice D. Miller,1
Alice Dalgliesh,5
Alice Davidson,1
Alice Delacroix,1
Alice Dieterich,1
Alice Domurat Dreger,1
Alice Downes,1
Alice Duncan,12
Alice E. Mace,2
Alice Echols,2
Alice Eichholz,1
Alice Elliott Dark,4
Alice Fairfax-Lucy,1
